,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
311,아이싱 맛그래프,아이싱,맛,그래프,단맛,낮음,높음,신맛,낮음,높음,청량감,낮음,높음,바디감,무거움,가벼움,출처,:,한국,가양주,연구소,류인수,소장,VER,,,,,,,,,,,,
312,우렁이쌀 손 막걸리 맛 그래프,우렁이,쌀,손,막걸리,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,무거움,바디감,가벼움,균형감,출처,:,김영우,소믈리에,,,,,,,,,,,,
313,명인안동소주 양반탈 맛 그래프,명인,안동,소주,양반탈,맛,그래프,향기,약함,강함,맛,드라이,스위트,바디감,라이트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,,
314,왕율주 맛 그래프,왕,율주,맛,그래프,향,약함,강함,바디감,가벼움,무거움,목넘김,부드러움,거침,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,,,,,,,
315,청양둔송구기주 맛 그래프,청양,둔,송구,기주,맛,그래프,단맛,낮음,높음,신맛,낮음,높음,청량감,낮음,높음,바디감,무거움,가벼움,출처,:,한국,가양주,연구소,류인수,소,AVER,,,,,,,,,
316,고도리 화이트와인 스위트 맛 그래프,고도리,화이트,와인,스위트,맛,그래프,단,맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,
317,가덕순쌀 막걸리 맛 그래프,가덕,순쌀,막걸리,맛,그래프,단맛,약함,신맛,약함,강함,강함,청량감,약함,강함,바디감,가벼움,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,,,
318,예천주 사월 24% 맛 그래프,예천,주,사월,24,%,맛,그래프,향,약함,강함,바디감,가벼움,무거움,목넘김,부드러움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
319,대통대잎술맛그래프,대통,대잎,술맛,그래프,단맛,낮음,높음,신맛,낮음,높음,바디감,낮음,높음,목넘김,무거움,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,,,,
320,주시락 톡쏘는복분자막걸리 맛 그래프,주시,락,톡쏘,는,복분자,막걸리,맛,그래프,단맛,낮음,높음,신맛,낮음,높음,청량감,낮음,높음,바디감,무거움,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,
321,젤코바 스페셜와인 맛 그래프,젤,코바,스페셜,와인,맛,그래프,단맛,약함,신맛,약함,청량감,약함,바디감,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,,,,,
322,문경 호산춘 맛 그래프,문경,호산춘,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,균형감,출처,:,경기도,농업,기술원,이대형,박사,",",세종,사이버대,명욱,교수,VER,,,,,
323,봉하쌀 생막걸리 맛 그래프,봉하,쌀,생,막걸리,맛,그래프,단맛,약함,신맛,약함,청량감,약함,강함,강함,강함,바디감,가벼움,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,
324,톡한잔소주 맛 그래프,톡,한잔,소주,맛,그래프,향기,약함,강함,맛,드라이,스위트,바디감,라이트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,,,
325,단맛,단맛,약함,신맛,약함,청량감,약함,바디감,가벼움,추시,와인,맛,그래프,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,하려고,,,,,,,,,,,
326,김포 막걸리 맛 그래프,김포,막걸리,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
327,안양 동동주 맛 그래프,안양,동동주,맛,그래프,단맛,약함,신맛,약함,청량감,약함,바디감,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,,,,,,,
328,두레앙 브랜디 맛 그래프,두레,앙,브랜디,맛,그래프,향기,약함,강함,맛,드라이,스위트,바디감,라이트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,,,
329,김천과하주 16% 맛 그래프,김천,과하주,16,%,맛,그래프,단맛,낮음,신맛,낮음,청량감,낮음,바디감,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,AVER,,,,,,,,,
330,볼빨간막걸리 7 맛 그래프,볼빨간,막걸리,7,맛,그래프,단맛,약함,신맛,약함,강함,강함,청량감,약함,강함,바디감,가벼움,무거움,출저,:,한국,가양주,연구소,류인수,소장,HAVER,,,,,,,,,,
331,그랑티그르 M1988 맛 그래프,그랑,티,그르,M1988,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,,
332,술취한원숭이 맛그래프,술취한,원숭이,맛,그래프,단맛,낮음,높음,신맛,낮음,높음,청량감,낮음,높음,바디감,무거움,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,,,,
333,유자 동동주 맛 그래프,유자,동동주,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
334,청춘 맛 그래프,청춘,맛,그래프,단맛,낮음,높음,신맛,낮음,높음,청량감,낮음,높음,바디감,무거움,가벼움,출처,:,한국,가양주,연구소,류인수,소,AVER,,,,,,,,,,,,
335,희양산막걸리 9% 맛 그래프,희양산,막걸리,9,%,맛,그래프,단맛,약함,신맛,약함,청량감,약함,바디감,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소자,VER,,,,,,,,,
336,도깨비술 11% 맛 그래프,도깨비,술,11,%,맛,그래프,단맛,약함,신맛,약함,청량감,약함,바디감,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,NAVER,,,,,
337,천년주밤 맛 그래프,천년,주밤,맛,그래프,향,약함,강함,바디감,가벼움,무거움,목넘김,부드러움,거침,출처,:,한국,가양주,연구소,류인수,소장,VER,,,,,,,,,,,,,,
338,계룡백일주 40% 맛 그래프,계룡,백일주,40,%,맛,그래프,향기,약함,강함,맛,드라이,스위트,바디감,라이트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,,
339,정고집 나주배 약주 15% 맛 그래프,정,고집,나주,배,약주,15,%,맛,그래프,단맛,약함,신맛,약함,청량감,약함,바디감,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,
340,천매 맛 그래프,천매,맛,그래프,향기,약함,강함,맛,드라이,스위트,바디감,라이트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,,,,,
341,대윤가야곡왕주 맛 그래프,대윤,가야곡,왕주,맛,그래프,단맛,낮음,높음,신맛,낮음,높음,청량감,낮음,높음,바디감,무거움,가벼움,출처,:,한국,가양주,연구소,류인수,소,AVER,,,,,,,,,,
342,남산애 레드와인 맛 그래프,남산,애,레드,와인,맛,그래프,단맛,약함,신맛,약함,청량감,약함,강함,강함,강함,바디감,가벼움,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,,
343,오미시앙스페셜 맛그래프,오미,시앙,스페셜,맛,그래프,단맛,낮음,높음,신맛,낮음,높음,바디감,낮음,높음,목넘김,무거움,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,,,
344,예밀와인 레드 드라이 맛 그래프,예밀,와인,레드,드라이,맛,그래프,단맛,약함,신맛,약함,청량감,약함,바디감,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,ER,,,,,,,,,
345,두리향 맛 그래프,두리,향,맛,그래프,향,약함,강함,바디감,가벼움,무거움,목넘김,부드러움,거침,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,,,,,,,
346,매실원주 15% 맛 그래프,매실,원주,15,%,맛,그래프,향기,약함,강함,맛,드라이,스위트,바디감,라이트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,,
347,송화백일주 맛 그래프,송화,백일주,맛,그래프,향,약함,강함,바디감,가벼움,무거움,목넘김,부드러움,거침,출처,:,한국,가양주,연구소,류인수,소장,",",NAVER,,,,,,,,,,,,,
348,삼양춘 생탁주 맛 그래프,삼양,춘,생,탁주,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,
349,한산소곡주 생주 맛 그래프,한산,소곡주,생주,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,균형감,출처,:,경기도,농업,기술원,이대형,박사,",",세종,사이버대,명욱,교수,VER,,,,
350,이상헌 약주 맛 그래프,이상헌,약주,맛,그래프,단맛,약함,신맛,약함,청량감,약함,바디감,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명우,VER,,,,,,,,
351,그랑꼬또 청수 화이트와인 맛 그래프,그랑,꼬또,청수,화이트,와인,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,균형감,출처,:,레스토랑,주은,소속,김주용,소믈리에,",",최정욱,와인,연구소,최정욱,작,NAVER,
352,감아락 25 맛 그래프,감아,락,25,맛,그래프,향기,약함,강함,맛,드라이,스위트,바디감,라이트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,,,
353,오매백주 맛 그래프,오매,백주,맛,그래프,단맛,약함,신맛,약함,강함,강함,청량감,약함,강함,바디감,가벼움,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
354,맑은내일 Winery 단감명작 맛 그래프,맑은,내일,Winery,단감,명작,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출처,:,농업,회사,법인,우포,의,아침,주식회사,",",NAVER,,,,,
355,단맛,단맛,약함,신맛,약함,청량감,약함,바디감,가벼움,삼선,맛,그래프,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소,자리,,,,,,,,,,,,
356,향,향,약함,맛,드라이,바디감,가벼움,추사,백,25,맛,그래프,강함,스위트,목넘김,부드러움,균형감,무거움,거침,출처,:,전진,아,",",이재욱,소믈리에,,,,,,,,,,
357,흑돈주 맛 그래프,흑돈,주,맛,그래프,향,약함,강함,바디감,가벼움,무거움,목넘김,부드러움,거침,출처,:,한국,가양주,연구소,류인수,소장,ER,,,,,,,,,,,,,,
358,단맛,단맛,약함,신맛,약함,청량감,약함,바디감,가벼움,당당,하리,맛,그래프,강함,강함,강함,무거움,출처,:,농업,회사,법인,(,주,),세찬,",",NAVER,,,,,,,,
359,술공방 9.0 맛 그래프,술,공방,9.0,맛,그래프,단맛,약함,신맛,약함,강함,강함,청량감,약함,강함,바디감,가벼움,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,
360,술아 국화주 맛 그래프,술아,국화주,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,,,,
361,고도리 샤인머스캣 와인 맛 그래프,고도리,샤인,머스,캣,와인,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,균형감,출처,:,레스토랑,주은,소속,김주용,소믈리에,",",최정욱,와인,연구소,최정욱,소장,",",NAVER
362,유자 생막걸리 맛 그래프,유자,생,막걸리,맛,그래프,단맛,낮음,높음,신맛,낮음,높음,청량감,낮음,높음,바디감,무거움,가벼움,출처,:,한국,가양주,연구소,류인수,소,AVER,,,,,,,,,,
363,크라테 레드와인 스위트 맛 그래프,크라,테,레드,와인,스위트,맛,그래프,단맛,약함,신맛,약함,청량감,약함,바디감,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,
364,소백산 오곡진상주맛그래프,소백산,오곡,진상,주맛,그래프,단맛,낮음,높음,신맛,낮음,높음,청량감,낮음,높음,바디감,무거움,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,,,
365,©,©,는밤,★,밤,White,Night,^,NAVER,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,율무 동동주 맛 그래프,율무,동동주,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,NAVER,,,,,,,
367,단맛,단맛,약함,신맛,약함,청량감,약함,바디감,가벼움,걍,즐겨,맛,그래프,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,,,,,,,
368,부안참뽕막걸리 맛 그래프,부안,참뽕,막걸리,맛,그래프,단맛,낮음,높음,신맛,낮음,높음,청량감,낮음,높음,바디감,무거움,가벼움,출처,:,한국,가양주,연구소,류인수,소,AVER,,,,,,,,,,
369,여포의 꿈(레드드라이) 맛그래프,여포,의,꿈,(,레드,드라이,),맛,그래프,단맛,낮음,높음,신맛,낮음,높음,바디감,낮음,높음,목넘김,무거움,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,
370,야관문막걸리 맛 그래프,야관문,막걸리,맛,그래프,단맛,낮음,신맛,낮음,청량감,낮음,바디감,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,AVER,,,,,,,,,,,
371,문배술헤리티지40 맛 그래프,문배,술,헤리티지,40,맛,그래프,향기,약함,강함,맛,드라이,스위트,바디감,라이트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,,
372,려 고구마 증류소주 25% 맛 그래프,려,고구마,증류,소주,25,%,맛,그래프,향기,약,강,목넘김,드라이,스위트,바디감,라이트,헤비,출처,:,한국,가양주,연구소,류인수,소장,VR,,,,,,,,,,
373,구기홍주 14 맛 그래프,구기,홍주,14,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,
374,연꽃 담은 술 맛 그래프,연꽃,담은,술,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,균형감,출처,:,경기도,농업,기술원,이대형,박사,",",세종,사이버대,명욱,교,,,,,
375,필 맛 그래프,필,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,무거움,바디감,가벼움,균형감,출처,:,이현주,소믈리에,VER,,,,,,,,,,,,,,
376,이강주 맛 그래프,이강주,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,균형감,출처,:,경기도,농업,기술원,이대형,박사,",",세종,사이버대,명욱,교슌,VER,,,,,,
377,시나브로 에뚜왈 스파클링 맛 그래프,시나브로,에,뚜왈,스파클링,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,,
378,해방주 38% 맛 그래프,해방,주,38,%,맛,그래프,향,약함,강함,바디감,가벼움,무거움,목넘김,부드러움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,,
379,송이주 맛 그래프,송이주,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,,
380,나루 생막걸리 6% 맛 그래프,나루,생,막걸리,6,%,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,
381,톡한잔골드 맛 그래프,톡,한잔,골드,맛,그래프,향기,약함,강함,맛,드라이,스위트,바디감,라이트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,,,
382,톡쏘는 알밤동동 맛그래프,톡쏘,는,알밤,동동,맛,그래프,단맛,낮음,높음,신맛,낮음,높음,청량감,낮음,높음,바디감,무거움,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,,
383,황금보리소주 40 맛 그래프,황금,보리,소주,40,맛,그래프,향,약함,강함,바디감,가벼움,무거움,목넘김,부드러움,거침,출처,:,한국,가양주,연구소,류인수,소장,VER,,,,,,,,,,,,
384,설하담 맛 그래프,설,하담,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
385,신례명주 맛 그래프,신례,명주,맛,그래프,향,약함,바디감,가벼움,강함,무거움,목넘김,부드러움,거침,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,,,,,,,
386,미인탁주 맛 그래프,미인,탁주,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
387,뱅꼬레 더감 맛 그래프,뱅,꼬레,더감,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,균형감,출처,:,레스토랑,주은,김주용,소믈리에,",",최정욱,와인,연구소,최정욱,소장,,,,,
388,감그린 아이스와인 맛 그래프,감,그린,아이스,와인,맛,그래프,단맛,약함,신맛,약함,청량감,약함,바디감,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,,
389,오산막걸리 맛 그래프,오산,막걸리,맛,그래프,단맛,약함,신맛,약함,청량감,약함,바디감,가벼움,강함,강함,강함,무거움,출저,:,한국,가양주,연구소,류인수,소지자,VER,,,,,,,,,,,
390,설성유기농쌀막걸리(만월) 맛그래프,설성,유기농,쌀,막걸리,(,만월,),맛,그래프,단맛,낮음,높음,신맛,낮음,높음,청량감,낮음,높음,바디감,무거움,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,
391,고도리 화이트와인 드라이 맛 그래프,고도리,화이트,와인,드라이,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,,
392,맑은내일 우포 맛 그래프,맑은,내일,우포,맛,그래프,단맛,약함,신맛,약함,청량감,약함,바디감,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,,,,,,
393,모월 청 맛 그래프,모월,청,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출저,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
394,평창 오디주 맛 그래프,평창,오디주,맛,그래프,단맛,낮음,높음,신맛,낮음,높음,청량감,낮음,높음,바디감,무거움,가벼움,출처,:,한국,가양주,연구소,류인수,소,AVER,,,,,,,,,,,
395,머르드 서 드라이 맛 그래프,머,르드,서,드라이,맛,그래프,단맛,약함,신맛,약함,청량감,약함,바디감,가벼움,강함,강함,강함,무거움,출처,:,주류,문화,컬럼니스트,&,세종,사이버,대학교,명욱,교수,VER,,,,,
396,예천주 사월 36.5% 맛 그래프,예천,주,사월,36.5,%,맛,그래프,향,약함,바디감,가벼움,강함,무거움,목넘김,부드러움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
397,청혼 레드25 맛 그래프,청혼,레드,25,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,무거움,바디감,가벼움,균형감,출처,:,김영우,소믈리에,VER,,,,,,,,,,,,
398,한비 동충하초술 맛 그래프,한비,동충하초,술,맛,그래프,향,약함,강함,바디감,가벼움,무거움,목넘김,부드러움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,,,
399,녹천 소곡화주 500 맛 그래프,녹천,소곡,화주,500,맛,그래프,향기,약함,강함,맛,드라이,스위트,바디감,라이트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,,
400,호모루덴스 맛 그래프,호모,루덴스,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
401,향,향,약함,맛,드라이,33JU,맛,그래프,강함,스위트,바디감,가벼움,무거움,목넘김,부드러움,거침,출처,:,농업,회사,법인,33,가,주식회사,",",NAVER,,,,,,,,,,
402,복순도가 손막걸리 슈퍼드라이 맛 그래프,복순,도,가,손,막걸리,슈퍼,드라이,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,무거움,바디감,가벼움,균형감,출처,:,이현주,소믈리에,VER,,,,,,,,
403,샹스프랑보아즈 맛 그래프,샹스,프랑,보아즈,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출처,:,주류,문화,컬럼니스트,&,전통주,갤러리,부관장,명욱,NAVER,,,,,,,
404,예화 맛 그래프,예화,맛,그래프,단맛,낮음,신맛,낮음,청량감,낮음,바디감,무거움,높음,높음,높음,가벼움,출처,:,한국,가양주,연구소,류인수,소,AVER,,,,,,,,,,,,
405,명인안동소주 호리병 맛 그래프,명인,안동,소주,호리병,맛,그래프,향기,약함,강함,맛,드라이,스위트,바디감,라이트,헤비,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,,
406,담솔 맛그래프,담솔,맛,그래프,단맛,낮음,높음,신맛,낮음,높음,청량감,낮음,높음,바디감,무거움,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,,,,,,
407,해방주 18.8% 맛 그래프,해방,주,18.8,%,맛,그래프,향,약함,강함,바디감,가벼움,무거움,목넘김,부드러움,거침,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,,
408,시,시,WARE,MOOL,Alc.40,%,/,500,NAVER,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,문희 '햇찹쌀 수제전통주 맛그래프,문희,',햇,찹쌀,수제,전통주,맛,그래프,단맛,낮음,높음,신맛,낮음,높음,청량감,낮음,높음,바디감,무거움,가벼움,출처,:,한국,가양주,연구소,류인수,소장,AVER,,,,,,,
410,신선주 백주 맛 그래프,신선,주,백주,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,무거움,바디감,가벼움,균형감,출처,:,전진,아,",",이재욱,소믈리에,,,,,,,,,,
411,황금보리소주 25 맛 그래프,황금,보리,소주,25,맛,그래프,향,약함,강함,바디감,가벼움,무거움,목넘김,부드러움,거침,출처,:,한국,가양주,연구소,류인수,소장,VER,,,,,,,,,,,,
412,삼양춘 생약주 맛 그래프,삼양,춘,생약,주,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,
413,두레앙 와인 맛 그래프,두레,앙,와인,맛,그래프,단맛,낮음,높음,신맛,낮음,높음,청량감,낮음,높음,바디감,무거움,가벼움,출처,:,한국,가양주,연구소,류인수,소,AVER,,,,,,,,,,
414,면천두견주 맛 그래프,면천,두견주,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,바디감,가벼움,무거움,출처,:,한국,가양주,연구소,류인수,소장,NAVER,,,,,,,,,,,
415,한산소곡주 화백 맛 그래프,한산,소곡주,화백,맛,그래프,단맛,약함,강함,신맛,약함,강함,청량감,약함,강함,무거움,바디감,가벼움,균형감,출처,:,김영우,소믈리에,VER,,,,,,,,,,,,
